customer_id,first_name,last_name,email,phone_number,city,state,country,signup_date,is_active
88,Mark,Burns,smiller@yahoo.com,8453579920,Perkinsfort,MD,Korea,2022-09-28,False
89,Alexander,Hurst,fcampbell@hotmail.com,4144059834,Williamsside,NV,Montserrat,2021-06-23,False
90,Brandon,Wright,zjackson@watson-reese.net,9066022025,Lake Anthony,ID,Armenia,2024-08-30,False
91,Christine,Lee,ayoung@gmail.com,5747681391,West Jason,NY,Nepal,2025-04-23,True
92,Heather,Prince,fknox@brady-garcia.biz,7976642295,Robertton,NY,Denmark,2023-08-17,False
93,David,Mora,amberjones@gillespie.com,1149241178,Port Matthewport,MS,Fiji,2022-11-30,False
94,Megan,Mills,catherine12@parker.net,9251278596,South Melissa,KS,Austria,2021-12-24,True
95,David,James,christopherjohnson@yahoo.com,5686426789,East Dawn,FL,Aruba,2025-03-13,False
96,Ryan,Mcclure,laurie46@yahoo.com,6273574926,Bradleyview,IL,Saint Kitts and Nevis,2023-07-15,False
97,Kylie,Mcclure,gwaters@diaz.com,6315392196,Robertton,IN,Kyrgyz Republic,2023-04-03,False
98,Michael,Moreno,johnrodriguez@yahoo.com,7677363470,Pattonville,IA,Burundi,2023-06-07,True
99,Michael,Castillo,elarson@yahoo.com,9797849936,Rebeccafurt,SD,Philippines,2020-09-04,True
100,Lynn,Vazquez,ntucker@thompson.info,2683900071,New Danaport,NJ,Sierra Leone,2022-08-06,False
101,Christopher,Haynes,tasha11@hotmail.com,2967256867,South Gail,ID,Kiribati,2022-09-06,False
102,Lindsey,Nguyen,hamptontony@yahoo.com,1739327176,Taylorbury,NV,Austria,2020-11-04,False
103,Jeremy,Rodriguez,stewartjamie@hotmail.com,6328054610,West Brianaport,NE,Barbados,2025-01-06,False
104,Blake,Singleton,steven45@johnson-davis.org,5605406557,Toniville,WY,Spain,2021-01-05,False
105,Mary,Riley,michelle94@johnson-jones.com,9909855444,Ninaland,ME,Saint Vincent and the Grenadines,2024-05-27,False
106,Zachary,Watkins,ubell@gmail.com,1432807354,Lake Melissa,TX,Belarus,2023-04-10,True
107,Tina,Osborn,amanda26@yahoo.com,1212752590,Lake Roberto,AL,Seychelles,2021-05-01,True
108,William,Jones,marissacarter@torres.com,0162501086,South Jenniferborough,MD,Egypt,2025-01-06,True
109,Danielle,Gonzales,lori68@hotmail.com,4506507250,Melindaton,TX,Slovenia,2025-01-23,True
110,Ronald,Campos,ruben65@phelps.com,2309033531,Carmenmouth,CA,Fiji,2021-06-17,True
111,Priscilla,Burns,tina62@gmail.com,2015682995,New Daniel,ND,Eritrea,2023-05-27,False
112,Donald,Pacheco,qorozco@hotmail.com,8276807594,Theresafurt,KS,Bouvet Island (Bouvetoya),2024-03-28,True
113,Holly,Garcia,pamela08@yahoo.com,7484706584,Briannachester,LA,Guadeloupe,2023-02-17,False
114,Craig,Waters,nathan41@hotmail.com,3601244116,Kevinland,IA,Qatar,2022-11-27,True
115,Michael,Huff,kimberly79@gmail.com,8473085419,West April,ND,Antarctica (the territory South of 60 deg S),2022-11-04,False
116,Sean,David,tolson@yahoo.com,0087012404,Smithview,PA,Kiribati,2021-07-04,False
117,James,Ward,michael03@yahoo.com,1425562956,New Andrea,NV,Sweden,2023-06-04,False
118,Richard,Clark,iwaters@gmail.com,8179763234,Port Christopherfurt,SD,Tuvalu,2022-03-22,False
119,Gregory,Nicholson,kevinblackwell@hotmail.com,1245342101,New Natalie,VT,Barbados,2023-08-05,False
120,Robert,Weber,lherring@gardner-cox.com,1841513168,Petermouth,MD,Vanuatu,2021-02-06,False
121,Kimberly,Avila,bphillips@hotmail.com,0754568873,Brandtview,RI,Guinea,2022-02-09,True
122,Barry,Lutz,harrisrobert@hall.com,8334933261,Brendafort,NH,Slovakia (Slovak Republic),2024-10-03,False
123,Adam,Sullivan,carollarson@hotmail.com,3775319730,Adamston,DC,Tonga,2023-04-11,True
124,Michele,Waller,stephanieparker@yahoo.com,9444252867,Priscillaville,NM,Kazakhstan,2021-12-02,True
125,Megan,Kelley,joshua19@yahoo.com,8614800814,North Tylerton,WI,Philippines,2022-02-19,False
126,Robert,Williams,cooknicholas@gmail.com,2219586460,Christystad,MS,Tajikistan,2023-10-03,True
127,Sarah,Henry,mcherry@gmail.com,1041082451,Roachfurt,KY,Sierra Leone,2023-09-13,False
128,Michael,Donovan,sean13@brown.com,5518949363,Seanfurt,IL,Libyan Arab Jamahiriya,2021-02-25,True
129,Jamie,Bradley,parkjohn@hotmail.com,6660487331,Bowersfort,AR,United Kingdom,2024-05-20,False
130,Christopher,Webb,hicksalicia@atkins-harmon.com,1738936362,Millerside,WI,Guam,2020-12-26,False
131,Hailey,Walker,kturner@hotmail.com,9537228171,Hernandezland,AZ,Ukraine,2022-04-14,False
132,Steven,Adams,jasonbutler@ruiz-mckay.com,4370629720,West Carolynshire,MD,Kazakhstan,2023-01-08,True
133,Deborah,Jennings,scott31@yahoo.com,0488291743,Rodneyside,OH,Jordan,2020-09-17,True
134,Timothy,Smith,dicksonthomas@johnson-franklin.biz,3971223525,New Johnny,NY,Saint Barthelemy,2021-12-31,True
135,Christopher,Montgomery,johnsonbenjamin@moore.info,5109835170,Bradleyfort,KS,Norfolk Island,2021-11-03,True
136,Kelly,Woods,mmatthews@yahoo.com,4929880670,Lorimouth,AZ,Nicaragua,2020-06-16,False
137,Brent,Stark,jennifermooney@yahoo.com,5603267911,Port Christopher,CO,Solomon Islands,2023-02-27,True
138,Keith,Lee,stephanie89@gmail.com,8543346352,Dawnton,NM,Myanmar,2025-04-15,False
139,Gabriel,Williamson,hrodriguez@olsen-vasquez.com,1671422230,North Steven,MA,Seychelles,2024-09-16,False
140,Randall,Kim,mcphersonamy@yahoo.com,9114273075,New Tina,NV,Zambia,2023-07-12,False
141,Jeremy,Johnston,tiffanyhoward@yahoo.com,2363317264,Leeside,OK,Zambia,2022-04-29,True
142,Gregory,Jimenez,phillipsluis@diaz.com,9988469368,Geoffreyview,OH,San Marino,2021-10-08,True
143,Jacob,Peck,erictorres@pham-ferguson.com,3217507629,Lake Margaret,NM,Tonga,2023-12-29,True
144,Steven,Bryant,bonnie78@kent-jacobs.org,0705359852,North Bruceshire,OR,Uganda,2022-04-22,True
145,Susan,Carter,howardcraig@martin.com,6361553134,Port Phillip,OK,Wallis and Futuna,2023-02-12,False
146,Allen,Miller,zturner@gmail.com,4728315253,North Annside,KY,China,2022-04-14,True
147,Jennifer,Wilson,loganramirez@reyes.com,9237024475,West Samuel,WY,India,2022-03-30,True
148,Mary,Lopez,betharellano@hotmail.com,3278943096,Port David,VT,Uganda,2021-02-25,False
149,Jacob,Cross,melissaspencer@gmail.com,8987305015,Emilyfurt,IN,British Indian Ocean Territory (Chagos Archipelago),2025-03-09,True
150,Jillian,Brown,usnyder@reyes.com,3642225610,Christopherfort,WY,Israel,2023-05-21,False
151,Ashley,Martin,brownpatrick@ali.com,0140308625,Jameshaven,MD,Panama,2022-10-22,False
152,Michael,Villegas,ecarlson@gmail.com,9214262420,Baxterside,OK,Togo,2024-01-18,True
153,Kara,King,rachel09@hotmail.com,0428548350,East Markburgh,MA,Hungary,2024-04-19,False
154,Emily,Jones,elizabethrandolph@gmail.com,1579324302,West Davidhaven,TN,Korea,2023-04-20,False
155,David,Holmes,brookebaker@cooke-walker.info,1534298083,Lake Bryan,MA,Tokelau,2025-03-21,False
156,Eric,Johnson,katiebrady@parker-robinson.info,3497158269,South Dianebury,MI,Austria,2022-08-18,False
157,Teresa,Parker,shannon24@durham.net,4594362562,Markland,LA,Iraq,2023-07-20,True
158,Jennifer,Ware,rioschristopher@clark.net,7786576285,Port Adamborough,SD,Saint Kitts and Nevis,2020-11-05,False
159,Holly,Coleman,tammyewing@gmail.com,4453591433,East Benjamin,WY,Colombia,2023-09-01,False
160,Michael,Roberts,michelle85@wilson-velez.com,9515400806,East Kelseyfurt,ME,Maldives,2021-10-18,True
161,Alicia,Barnes,berrybryan@thompson.com,5174688626,Cookhaven,NY,Bouvet Island (Bouvetoya),2022-07-18,False
162,Cody,Stark,chris33@wilkins-brown.com,1058136081,Murphyfurt,MN,Mozambique,2020-10-25,True
163,Christian,Hamilton,zdeleon@hotmail.com,9435325978,Nicoleton,DC,San Marino,2023-09-27,False
164,Tabitha,Evans,sethevans@yahoo.com,9826784971,South Breannabury,CT,Croatia,2023-04-10,True
165,Curtis,Garcia,jenniferknox@smith.com,6886130922,Haynesshire,AK,United Arab Emirates,2022-03-07,True
166,Nancy,Newton,lindsay01@richardson.com,6107495690,Ralphbury,NY,Cayman Islands,2021-08-05,True
167,Jennifer,Thomas,jennifergonzalez@yahoo.com,6564136900,Banksfort,UT,Cameroon,2021-07-24,False
168,Nancy,Kelley,vaughngina@bryant.com,3965942644,Jackfort,OH,Trinidad and Tobago,2023-09-13,True
169,Jeanette,Rangel,morganbarber@dennis.com,6063452532,East Adrianburgh,MN,Hong Kong,2021-03-13,False
170,Cory,Graham,burnettamber@yahoo.com,3521095622,South Timothy,RI,Bulgaria,2020-10-18,False
171,Kathleen,Young,michael48@taylor-torres.info,3578285145,Randymouth,GA,United Arab Emirates,2024-10-01,False
172,Ryan,Rivera,stacywilliams@johnson.com,8939479554,Trujilloborough,OK,Congo,2021-06-19,True
173,Beth,Martin,xsanders@white.info,7511686496,Jacquelinetown,MA,Bangladesh,2024-04-26,True
174,Angela,Keller,rosscrystal@ochoa-lopez.net,2301480592,Rodriguezstad,UT,British Virgin Islands,2024-05-06,True
175,Janet,Underwood,brianmcgee@brooks-brown.biz,7026044755,Lake Nicolestad,SD,Korea,2022-05-14,True
176,Juan,Roberts,xmyers@yahoo.com,4950344990,Ashleyville,RI,Turks and Caicos Islands,2022-09-15,True
177,Lisa,Combs,patrick84@yahoo.com,5700404383,Brendaland,MN,Bouvet Island (Bouvetoya),2023-06-08,False
178,Christopher,Cherry,gbell@yahoo.com,7778510743,South Sharonport,ND,Lebanon,2023-12-18,False
179,Christy,Shelton,leah93@johnson-carrillo.com,1048852815,West Deborah,WI,Dominica,2022-02-09,True
180,Rebecca,Brown,megan76@williams.com,3120386394,Juliehaven,DE,Uruguay,2020-08-04,False
181,Wayne,Scott,leonard64@hotmail.com,5855251401,Lake Amy,CO,Grenada,2024-12-28,True
182,Julie,Pearson,barnesjason@hotmail.com,6960548054,New Glen,RI,Singapore,2020-10-04,False
183,Cameron,Patel,tperez@walker.biz,0284675195,Adamsside,FL,Burundi,2021-09-06,True
184,Andrew,Rodriguez,cnelson@hampton.info,8976993023,West Patty,LA,Cocos (Keeling) Islands,2021-04-17,False
185,Frank,Kennedy,leealyssa@morgan.info,6703078390,Fowlerton,MT,Ethiopia,2021-01-06,False
186,Jennifer,Case,richardkeller@nunez.com,9456339038,New Pamela,WV,Anguilla,2021-01-17,True
187,Kevin,Mejia,fischercody@hotmail.com,8922253597,North Danielle,MI,Iceland,2021-02-15,False
188,Paul,Carter,qatkinson@hotmail.com,7604138374,West Justin,MN,United States Minor Outlying Islands,2021-08-20,False
189,Janice,Jackson,alicia16@hotmail.com,5504983672,South Kimberlyport,NV,Sri Lanka,2023-04-19,False
190,Eric,Boyle,joshuabutler@gmail.com,5116736065,North Kenneth,SC,British Virgin Islands,2024-12-16,True
191,David,Parker,micheal17@nelson.info,2752877914,South Matthew,NH,Azerbaijan,2022-05-16,True
192,Zachary,Hernandez,nelsonmichael@yahoo.com,4743810895,East Samantha,AL,Kiribati,2023-11-17,True
193,Allison,Reyes,simpsonkyle@lopez.com,7279006126,Wigginsland,MN,Paraguay,2023-04-04,True
194,Jenna,Brewer,vhampton@herman.info,6655241288,Jameston,MN,Denmark,2022-05-30,False
195,Jenna,Khan,jamesmcguire@parker.net,3645971285,Brooksborough,NC,British Virgin Islands,2022-03-31,True
196,Tanya,Smith,christina74@yahoo.com,8493577672,Mikemouth,KS,Lao People's Democratic Republic,2024-04-22,True
197,Brandon,Ramos,kristina43@holland.com,0297046842,South Kristentown,SC,Lao People's Democratic Republic,2025-05-23,False
198,Samantha,Grant,cassandraanderson@rodriguez-andrews.org,3469339995,Paigefurt,AL,Christmas Island,2021-03-24,True
199,Carla,Gray,mcdanielkimberly@andrews.net,8923881954,Penaview,NV,Timor-Leste,2022-12-02,True
200,Amy,Gross,christopher83@yahoo.com,5486578991,East Taylor,IA,Vietnam,2023-09-30,False
201,Jean,Morris,john24@hotmail.com,2574942955,Nicholasside,HI,Gibraltar,2020-08-06,False
202,Raymond,King,kristendavis@schroeder.biz,4586671721,South Andrea,NM,Seychelles,2025-01-16,True
203,Dawn,Sanchez,coxlindsay@yahoo.com,4171348196,Lake Phillip,MD,Guernsey,2020-08-24,True
204,Donald,Parker,victoria39@yahoo.com,1347419442,Fishertown,MI,Fiji,2020-11-26,True
205,Laurie,Williams,toddconway@hunt.com,1860002521,Bakerstad,SC,Sri Lanka,2024-11-01,True
206,Jackie,West,jessica38@yahoo.com,6865225564,Lake Stephanieport,WV,British Indian Ocean Territory (Chagos Archipelago),2022-05-02,False
207,Kevin,Taylor,vyoung@hotmail.com,2496148776,East Jennifer,MI,Liechtenstein,2022-11-15,False
208,John,Miller,christopherstanley@gmail.com,2177100922,Mallorychester,VT,Greece,2020-11-29,True
209,Courtney,Castillo,douglashartman@gates-shelton.com,9296561691,Suzannestad,MO,Seychelles,2023-01-29,True
210,Darius,White,paula50@ruiz.org,4957689574,Santosfurt,MS,Somalia,2021-07-14,False
211,Patricia,Ho,barrerajames@hotmail.com,8569842277,East Dustintown,IN,Tokelau,2024-11-07,False
212,Gina,Buck,janetharper@meadows.com,4369052901,East Jonathan,NM,Cuba,2023-10-28,True
213,Gina,Galloway,martincatherine@smith.com,6738071524,Rubenland,RI,British Virgin Islands,2024-07-17,False
214,Holly,Hampton,madison21@hotmail.com,1879299330,Lake Michael,VA,Nicaragua,2021-04-06,True
215,Christopher,Evans,kimberly98@garcia-osborn.net,0650333618,North Jonathan,MN,Bangladesh,2024-10-22,True
216,William,Welch,swood@gmail.com,1267116348,Stevenmouth,ME,Swaziland,2022-12-04,False
217,Brandon,Mason,camachovictoria@hotmail.com,4051714248,Port Michelle,IL,British Indian Ocean Territory (Chagos Archipelago),2021-04-03,False
218,Michael,Spears,tamaramueller@willis-jones.net,5633696726,Oliverbury,IN,Kyrgyz Republic,2024-02-15,True
219,John,Saunders,powersdaniel@henderson.com,7962108023,Andersonmouth,NM,Guatemala,2021-11-26,True
220,Brittney,Mcdonald,timothyjones@gmail.com,5245180754,Shermanfurt,AR,Nepal,2024-12-13,False
221,Mary,Garcia,baileyrichard@dunn.com,0861775027,Jenniferland,NM,Bhutan,2023-05-09,False
222,Jeremiah,Carrillo,joneschristopher@gmail.com,4658817561,Davidville,UT,Central African Republic,2025-05-01,False
223,Kevin,Williams,gregorywheeler@yahoo.com,4799378964,Richardview,AR,Armenia,2023-06-21,True
224,Julia,Marquez,deannaclark@marshall.com,8918378112,Port Sarah,DE,United States of America,2024-06-13,False
225,Xavier,Stewart,grahamroy@williams-hammond.net,6165652847,Port Kaylee,AR,Turks and Caicos Islands,2021-11-16,False
226,Emma,Holmes,deleonstephanie@hardy.com,9561126222,New Joshualand,ID,San Marino,2025-04-19,True
227,Matthew,Mendoza,sandraleonard@brown.com,4282094933,Kevinborough,ID,Senegal,2024-12-28,True
228,Kayla,Thomas,orozcolaura@gallagher.info,0117919039,Pagemouth,MT,Oman,2024-03-16,False
229,Brandon,Freeman,jessica00@smith.com,3749048635,Katherineland,WV,Croatia,2022-05-08,True
230,Maria,Nelson,danielstewart@welch.biz,6489156696,East Terrichester,KY,Saint Pierre and Miquelon,2023-07-10,False
231,Matthew,Miller,brittneyperry@barrett.com,4900857085,South Heidiside,KY,Cote d'Ivoire,2021-04-25,False
232,Willie,Mccoy,joelatkins@buck.com,2534059491,Tuckermouth,OK,Cape Verde,2021-02-03,False
233,Jessica,Lara,munozashley@yahoo.com,8156901764,Shannonberg,OK,Greece,2024-02-22,True
234,Bethany,Rodgers,obaker@heath-thompson.com,3183703926,Jonesmouth,CT,Hungary,2022-02-05,True
235,Gabrielle,Chang,tiffanybryant@tucker-lynch.com,6730589553,North Dawnstad,LA,Jamaica,2021-06-01,False
236,Megan,Garcia,lopezhannah@hotmail.com,4236587056,Griffinshire,MT,Russian Federation,2024-04-28,True
237,Hunter,Johnson,johnjones@hotmail.com,5169192068,Jorgebury,AR,Bahrain,2022-06-01,False
238,Peggy,Moreno,shannon16@gmail.com,4216285941,Bellside,AR,Burundi,2023-01-28,False
239,Kayla,Levine,william81@hotmail.com,6178138884,Birdside,NJ,Uzbekistan,2021-06-21,True
240,Cynthia,Rodriguez,mark47@adams.org,9846165030,Jennifershire,KY,Korea,2020-10-17,True
241,Brady,Davis,eharrell@garrett.com,6852451267,Parkerburgh,AR,Netherlands Antilles,2021-08-14,True
242,Gregory,Brown,hansenjohn@evans.com,7484284781,South Brandonstad,NJ,Palestinian Territory,2021-07-15,True
243,Jennifer,Jenkins,william68@gmail.com,8485708507,Lake Michaelberg,UT,Andorra,2023-01-07,False
244,Gwendolyn,Bell,kwalker@gmail.com,3374126190,Diazchester,NC,Ecuador,2021-01-06,True
245,Denise,White,kathyclarke@gmail.com,7476008682,Lake Josephhaven,TN,China,2021-04-14,True
246,Samantha,King,steelejoel@yahoo.com,1078412566,Lake Toddtown,IN,Cameroon,2024-10-30,False
247,Darlene,Medina,robinsoncorey@gmail.com,2101831749,Laurashire,NH,Cameroon,2020-12-30,True
248,Lisa,Porter,zturner@hernandez.biz,0302227707,Lake Shawn,VA,Nigeria,2021-11-17,False
249,Katherine,Howell,cynthia49@yahoo.com,6016037297,West Monica,SC,Paraguay,2022-08-06,True
250,Diana,Rush,anne91@rush.org,8251622803,Myerschester,GA,Norfolk Island,2020-12-22,False
251,Bridget,Alexander,anthonymarquez@gonzalez.com,3112431430,Port Richard,PA,Martinique,2021-07-26,False
252,Christopher,Harris,gcoleman@hotmail.com,9861026329,Mcmillanland,VA,Ukraine,2024-03-20,False
253,Chad,Romero,george74@hotmail.com,0014502402,Port James,TN,Anguilla,2024-06-11,False
254,Nicole,Petersen,lboyer@collins.com,7649122720,North Taraberg,ME,Honduras,2021-06-26,True
255,Heather,Barajas,matthew24@hotmail.com,0660365833,South David,TX,Mexico,2020-12-03,True
